350
47 790
2 8 701406
3 10 359835
4 7 570648
16 18 345460
18 3 185485
17 18 539936
6 9 508405
4 9 521317
9 1 537568
14 6 558075
12 9 473327
4 15 536282
4 13 128819
5 8 522371
3 16 454021
3 7 595280
1 15 552533
6 19 383295
9 7 126171
10 5 212812
14 5 429501
2 9 437160
6 1 126977
14 7 175841
14 8 776344
10 15 140366
12 15 460634
17 2 642099
13 2 167026
2 3 366811
7 10 261840
13 8 622156
5 6 358540
19 7 473012
17 1 720529
8 6 640249
12 10 601000
15 11 678085
4 2 259659
18 11 693429
18 5 38462
18 1 302527
1 5 264065
1 12 162055
2 12 184011
2 15 432463
19 3 171778
17 4 716142
35 365
13 32 144976
18 7 237812
23 28 239759
26 11 144502
19 20 245873
14 11 124799
33 5 280957
1 15 81665
31 7 191772
33 12 206832
30 31 152676
6 2 126782
15 6 108156
9 35 50866
28 33 128144
28 11 78902
5 24 132212
8 25 143942
20 29 319878
17 4 142458
3 13 170482
12 19 121978
13 28 180531
13 15 116385
2 27 123763
25 20 326338
15 33 188887
28 18 151766
20 3 276221
26 22 85070
24 16 93204
27 1 86808
14 33 246821
13 29 214139
17 13 175180
4 2 148233
24 27 28103
16 18 142215
14 20 280058
35 22 185492
15 18 58108
27 22 134450
18 20 280232
16 21 18003
34 13 146295
7 21 249096
13 33 223651
5 11 111485
24 6 100557
34 2 141295
4 27 128126
32 25 169750
31 11 5345
13 4 174929
13 27 46803
34 35 58569
6 10 249897
12 17 125563
5 18 154837
16 19 29313
9 5 125046
20 28 161381
25 31 113625
25 7 78147
31 33 179476
24 15 97685
27 35 92131
28 17 136856
17 10 158240
18 4 146164
11 18 72864
12 7 250431
12 29 165824
6 27 72454
18 2 118285
6 11 122912
3 12 149289
14 7 244321
9 23 163728
7 34 214802
21 15 137369
18 26 126711
35 17 150878
21 31 127958
18 31 78209
22 12 212050
20 6 282539
34 11 95874
30 17 121086
35 16 143808
30 22 207573
30 3 141574
3 16 164419
28 26 138273
34 10 239747
22 3 217040
35 1 104214
7 28 276019
2 3 114274
17 15 128329
4 15 88056
22 11 177699
9 15 28317
6 3 117155
10 20 237556
21 24 111207
12 16 151291
10 22 156200
4 16 194436
19 24 63891
31 35 42650
5 34 177847
13 5 207118
5 29 223995
8 19 158465
23 4 234157
33 2 244405
10 18 216737
35 21 159918
5 17 104704
2 20 277642
33 18 246995
30 2 128830
28 35 116207
31 29 107165
9 6 136473
20 5 314194
23 2 175612
21 8 174707
17 33 245039
8 23 202261
18 24 128097
28 21 176856
19 32 6179
3 17 152364
14 5 165815
30 16 67748
11 15 14756
29 18 173778
13 26 176597
4 24 156229
22 20 191789
10 31 149218
23 13 158128
20 34 303242
17 25 139546
8 9 38533
19 13 138797
1 22 213532
1 8 119003
26 20 276859
35 20 244673
33 1 241040
12 34 176310
28 3 147755
5 12 190299
10 15 158629
18 19 145061
32 3 152222
26 12 126980
5 3 150826
23 29 262134
21 3 146416
1 4 120729
23 26 106043
30 28 210893
17 7 217693
29 4 185810
1 11 66909
28 2 153835
14 3 119636
31 22 183044
14 23 135923
28 22 223343
7 10 340990
31 8 46749
10 27 198699
20 21 221963
22 18 211781
6 35 85607
26 10 159657
18 1 139773
29 28 191412
1 9 80470
25 9 105409
13 10 245502
1 13 133611
19 27 91994
5 35 119278
24 35 120234
18 21 160218
23 27 166962
8 24 135023
17 20 278276
16 22 139825
12 24 58087
26 3 153781
23 25 247006
4 7 270417
30 34 51457
18 34 23010
29 33 286641
29 26 244185
22 33 158552
20 33 33237
34 23 165442
10 2 183955
11 35 37305
7 8 222089
14 22 204423
30 1 141455
14 6 2481
31 15 20101
33 7 371248
16 32 23134
32 9 126442
25 18 159665
10 23 265700
31 17 148430
27 20 210085
34 16 119205
5 8 90144
24 28 161831
30 6 78495
28 19 173239
34 14 29519
17 34 102284
29 7 282505
7 9 183556
26 9 158063
19 11 106702
26 15 129746
26 7 219110
25 33 293101
12 20 240069
17 26 1417
8 34 147968
29 17 242768
25 12 172284
27 30 109162
29 1 179419
29 14 126211
6 34 27038
33 9 187692
16 26 54755
24 9 96490
2 32 37948
17 9 156646
4 6 196212
12 21 169294
28 6 201814
33 27 176848
19 35 114495
5 4 184785
31 6 128257
11 9 13561
18 30 74467
33 10 204319
13 21 186113
22 6 205525
27 31 60171
24 25 166257
9 2 88494
7 30 163345
35 3 31548
2 15 60177
1 21 55704
2 25 193903
25 13 220599
24 33 148745
7 6 241840
4 28 5602
19 9 120263
11 8 52094
20 15 222124
20 4 166983
3 19 146043
19 17 36383
35 25 125791
14 8 176893
15 29 127266
22 4 226773
30 11 147331
19 2 31769
29 25 204358
1 7 223175
20 1 274277
10 28 76175
5 31 116830
21 23 178801
30 13 155965
25 15 133726
3 34 90117
12 8 105408
26 1 128462
25 11 118970
3 8 71773
27 25 173796
32 23 137664
11 16 136015
22 32 116691
19 6 95013
12 10 224309
32 28 167060
14 4 198099
4 3 142153
23 12 230603
19 30 97061
11 13 101629
16 8 172188
25 1 185879
14 30 80976
4 19 178841
22 17 86487
3 24 151782
17 1 127045
22 19 122870
32 11 112881
7 13 298746
16 9 133655
20 13 256888
14 27 69973
35 10 181178
2 17 68152
14 35 88088
21 34 137208
24 31 88274
27 11 54826
30 20 263041
33 30 229804
7 20 404485
13 22 181253
4 11 73300
15 22 162943
8 6 175006
2 14 129263
28 12 159338
18 23 188452
32 35 120674
2 11 74933
33 35 211436
14 18 52529
16 23 160798
10 9 157434
3 18 67107
18 17 125294
5 30 165382
30 21 85751
10 19 154884
29 35 149815
10 11 143873
30 29 202225
2 24 95660
10 1 133150
27 29 167336
26 19 37800
14 15 110637
9 29 98949
28 5 190387
24 32 70070
32 14 91315
9 34 109435
19 31 112047
9 18 86425
25 26 140963
12 53
10 6 545550
11 4 369320
8 3 356846
9 3 138161
3 5 420259
4 12 284613
11 5 224431
7 8 285192
7 2 403716
9 1 45870
4 5 144889
10 7 493167
8 6 336776
8 11 287844
11 9 211023
4 10 460985
1 3 92291
6 3 317438
8 1 404536
2 10 591734
7 6 173380
8 2 212225
6 12 254277
12 9 201322
11 12 320605
1 11 165153
11 6 453885
4 8 81476
7 12 80897
8 10 379509
12 5 429502
5 10 316096
1 12 155452
9 2 397819
2 5 275638
9 6 272196
12 10 412270
11 7 401502
9 4 440142
3 10 349109
10 1 256818
9 5 295253
7 1 236349
11 3 257444
2 6 549001
2 11 500069
1 2 351949
8 9 358666
5 7 348605
1 6 288732
5 1 341123
5 6 400189
2 3 259658
50 1000
36 10 173889
27 46 15203
3 22 142666
47 6 147382
43 21 175026
39 3 108145
28 1 84555
11 37 129889
13 20 72874
12 50 130457
5 21 64673
22 33 120662
24 38 113472
44 2 190273
43 13 175762
15 18 27544
11 32 38326
5 38 62684
18 46 80671
19 17 80698
31 25 73445
3 25 153916
49 36 165913
47 1 86890
8 24 176452
42 23 137326
11 33 124709
50 25 78646
7 5 31354
21 4 116119
16 9 122514
49 15 102471
7 23 135455
21 39 153918
20 47 111530
33 44 172176
3 11 114564
14 11 142139
33 28 105673
7 42 103233
34 24 30577
32 8 170986
22 8 191994
3 31 80471
38 20 129115
45 5 154697
10 43 165468
26 44 171696
42 33 104311
38 47 26771
6 21 172348
50 30 141170
26 25 123153
46 6 102932
16 5 51514
46 42 143645
2 11 102378
25 27 71684
46 4 89436
48 7 43974
45 10 39360
10 50 121576
7 50 37593
35 2 24088
15 32 50104
21 24 115461
4 6 114450
28 44 136003
34 26 67770
34 8 147861
36 18 182176
28 19 112249
26 12 57066
32 14 116626
40 28 93326
25 48 78247
8 28 177018
33 12 131005
12 41 81514
28 9 114960
26 37 68259
7 36 140151
29 41 53683
3 30 194308
13 45 147608
47 41 67570
39 46 119045
38 25 92285
35 8 74736
45 2 195693
30 12 142331
48 28 149956
35 11 125378
42 45 137011
45 38 170668
21 8 191434
43 39 205444
35 24 101716
35 13 98310
20 43 188022
8 10 206981
17 29 3390
15 5 72627
13 34 1460
29 4 69459
10 35 132245
17 43 131756
2 9 544
19 42 84415
34 18 41712
12 45 163705
46 10 127660
18 1 35956
44 16 151996
46 12 24332
19 25 131702
3 46 97435
20 31 93409
34 3 98533
25 30 158894
7 30 130259
50 22 71687
18 48 110569
11 21 125522
23 6 174937
25 36 174749
30 10 19594
48 6 150257
50 15 87816
33 25 151598
21 19 118046
40 17 59157
44 12 121483
24 18 11135
4 13 49017
20 5 82253
27 19 129627
18 49 130015
6 16 128020
16 3 161227
35 23 168630
41 25 711
48 16 57354
9 8 96523
3 45 214867
44 14 101585
19 48 99296
34 31 21995
46 5 112514
26 28 96927
15 28 76143
10 48 86060
16 24 42080
32 46 118359
36 1 194780
23 31 132959
44 49 154658
18 27 65468
1 24 24821
4 3 146090
27 7 106497
40 34 64169
20 2 78545
1 30 72296
36 50 102558
45 46 167020
29 31 113563
49 31 125394
47 4 91153
17 23 125504
35 6 144522
49 50 72109
22 39 107201
22 28 73290
12 35 82213
13 44 105386
14 27 85700
25 12 80803
3 37 99022
8 26 114556
9 14 95378
47 3 126689
46 1 91399
38 41 91574
18 20 113126
36 22 174267
13 49 104859
13 6 65433
25 8 195789
14 25 123681
21 27 161984
10 17 93934
3 10 188827
13 16 74117
47 2 78437
11 12 82349
38 1 109867
39 18 130548
38 10 135215
32 20 104776
13 50 117280
33 6 70857
42 50 114144
41 46 87598
2 39 95959
4 42 54209
25 28 124597
46 8 132627
37 48 57684
11 8 198357
1 4 40153
34 48 120799
15 46 85945
3 44 202459
23 9 145086
17 22 50825
34 36 176350
48 17 27243
30 36 154295
41 16 80404
14 29 76067
48 45 125420
18 40 62417
15 47 78478
14 34 75365
14 45 158978
43 6 157736
38 34 136239
47 14 90981
47 25 66859
4 5 51446
47 17 18304
4 45 131508
41 13 97611
34 47 113262
45 47 151598
43 40 166581
6 5 137528
33 35 138905
25 17 51004
23 38 166785
35 34 96850
24 25 85856
40 25 110161
2 28 115504
35 21 116698
22 6 108106
46 33 134320
35 4 94711
6 38 170359
40 9 104563
11 6 131685
38 14 113958
35 37 103869
16 38 71392
49 43 183003
22 14 119498
13 30 127842
11 38 123533
5 13 75015
13 48 122259
26 48 87762
7 22 60776
35 9 23544
21 12 152865
23 12 125601
45 24 142751
23 41 170040
44 29 142827
2 3 49340
17 13 96418
48 23 144321
14 1 130763
32 43 175682
40 44 87060
6 50 149940
22 47 69129
2 13 84887
5 34 73555
20 7 109957
22 30 107728
44 34 106846
26 9 18033
26 18 97650
9 3 48796
17 44 146217
13 7 84201
12 37 77752
23 8 241609
6 10 64197
16 34 72657
49 35 117779
13 9 84343
15 25 78186
11 29 78862
24 17 72191
28 16 101814
44 39 116732
5 23 104101
1 37 118520
2 48 70273
40 30 72182
19 1 81783
19 32 120243
33 38 141875
29 19 84088
16 2 123058
31 44 128841
48 36 149540
15 45 126342
17 2 92947
18 44 148558
26 15 114756
18 47 101630
18 13 43172
20 11 121590
2 5 114350
17 28 124115
47 30 131832
6 28 34816
41 9 141897
17 35 73428
42 43 207098
32 18 77648
50 33 128236
20 15 118400
5 41 71696
42 8 196272
10 29 97324
11 27 91468
32 12 94037
20 9 77993
7 37 101658
27 40 87925
6 29 125688
28 41 125308
18 2 79073
32 36 167346
47 31 135257
24 44 137423
32 3 152890
26 39 77382
29 36 126810
16 27 96413
41 18 85280
2 1 115029
42 11 94074
31 15 68981
27 49 127155
36 13 174890
41 19 130991
39 24 119413
17 3 131116
46 25 86887
19 33 19896
24 32 66513
35 36 126103
37 49 60708
30 27 140951
11 18 72876
47 43 150060
38 46 132557
27 4 74233
17 4 72849
20 22 111675
47 46 149623
15 36 186368
38 43 173037
1 45 117930
24 2 90208
24 46 69536
16 31 94652
24 12 45214
48 49 78490
22 40 67176
16 22 80936
13 12 16097
25 5 72407
20 37 8299
37 15 110101
15 12 61623
3 28 127690
40 39 137429
21 16 73381
47 11 100556
3 7 114385
50 29 24252
29 30 116918
16 7 46842
1 17 68586
33 8 213641
46 36 175252
26 6 131743
48 30 105654
46 2 81979
50 28 144977
44 25 197221
21 32 87196
26 30 163545
24 9 90752
13 24 32037
43 33 172128
4 24 64974
23 47 143808
12 38 126221
35 28 126007
20 40 120007
11 34 67712
42 3 193876
8 5 169567
45 17 133294
36 33 167229
30 44 159242
9 1 115573
33 7 117325
50 48 54885
41 40 109450
40 4 13692
22 24 74710
37 40 127284
50 2 120589
21 9 102859
47 33 118898
1 50 96228
21 47 24966
36 43 132391
45 44 204876
12 7 97378
35 31 74855
5 26 106046
16 4 78628
13 3 97073
43 37 196321
6 9 120978
39 23 60916
4 18 76109
31 42 126681
48 11 109495
9 39 95415
27 6 87729
20 28 100571
32 26 122127
36 28 205507
24 47 90495
45 26 209179
1 29 71976
2 40 105107
49 34 103399
9 12 75099
41 49 101540
31 40 86164
32 50 64788
19 36 187125
44 6 170819
9 46 81435
9 19 169025
26 13 66310
49 21 94517
25 43 182760
32 47 62230
16 42 105453
3 14 111272
31 14 83939
4 36 196269
20 45 149219
12 39 103473
19 7 97429
36 41 175460
36 20 168540
7 11 92203
14 13 76825
46 28 68116
29 28 120725
41 27 72395
10 13 108248
16 15 30063
40 38 100438
21 22 94095
8 50 175806
14 35 91619
49 20 52409
4 26 115327
24 3 129110
24 42 91799
18 7 100057
13 1 56858
47 5 39707
45 7 150025
29 45 136684
37 23 86637
39 36 185962
18 31 63707
13 37 64575
17 32 43926
14 2 95922
18 35 103161
24 10 105903
17 30 113528
42 21 129772
32 35 96250
7 35 90159
14 10 131494
31 27 1761
33 39 99097
18 29 86716
14 7 89408
5 12 88192
12 2 75643
27 15 70742
20 16 123337
35 46 57891
7 39 127379
44 22 150979
35 48 46185
49 12 118036
33 24 110051
50 4 93711
11 1 39479
20 30 103585
43 18 154860
19 12 137581
36 40 182577
37 5 90552
35 25 124432
47 19 99002
8 48 120921
12 3 87829
11 31 89707
48 12 128398
14 16 102788
21 20 136496
15 22 91119
47 26 95926
32 2 120338
11 10 131369
42 10 97651
30 28 118607
34 7 82741
4 41 123142
38 48 68524
44 15 121933
19 44 192072
13 11 69172
45 40 117816
31 17 116953
5 32 22523
6 36 223537
10 20 122373
37 14 12250
46 26 66672
39 50 138290
19 11 121262
6 25 159413
20 24 101991
37 22 107248
2 15 106617
26 17 110436
32 9 119794
44 42 127577
20 42 133672
19 15 80650
3 36 77817
41 15 78897
28 47 142419
18 28 70869
34 41 96151
18 17 83326
2 49 94779
2 27 70046
29 20 96616
41 39 160941
44 35 168079
34 2 86347
22 48 78068
20 1 126812
6 41 160124
8 20 174516
6 40 128142
37 46 102074
23 19 152878
26 1 123168
47 8 166468
43 4 180273
44 27 130602
24 15 16409
10 31 131703
43 11 179599
50 37 112569
28 34 29157
43 34 174302
22 13 45593
47 50 45946
36 47 107890
43 9 198945
24 48 99434
42 5 78271
1 10 91890
47 27 137018
23 28 140121
38 2 51666
42 30 112699
29 38 44671
20 35 101537
12 16 87294
3 15 133383
14 33 137068
25 1 86598
23 45 165682
33 32 100347
48 46 104076
29 9 95793
42 49 108115
36 31 158288
28 14 104522
46 49 124296
42 28 133843
49 10 145181
5 49 29844
1 7 85317
17 27 118714
5 17 21403
39 16 140759
9 42 145080
9 34 85803
3 5 136809
7 15 76905
29 7 13341
41 14 122970
8 44 242815
25 21 91825
40 15 34873
7 41 67024
11 9 101834
22 19 131523
46 50 154779
29 3 127726
6 2 120434
12 28 43794
39 31 110831
47 39 128952
1 12 70035
46 31 16964
38 26 69155
36 5 144823
32 34 79400
15 42 75390
2 41 142441
20 6 135387
7 32 53877
34 4 50477
32 10 107007
31 32 101395
15 8 190628
3 19 202063
34 27 23756
2 30 175927
2 19 169569
30 5 109936
2 31 68285
25 10 144938
16 30 83417
48 3 118525
42 41 136795
43 30 185062
42 38 127783
14 39 37971
23 36 235633
14 40 131834
40 35 81019
16 17 30111
14 17 72677
30 23 145916
25 45 184298
33 45 32700
20 3 90723
15 1 8412
35 29 76818
50 34 115826
3 49 106965
4 2 108447
31 22 66128
38 31 118863
44 46 145805
39 29 114038
44 32 102291
27 12 9119
42 39 151094
44 47 164521
30 35 151839
28 37 92272
11 26 83801
38 17 41281
14 8 166355
33 2 162993
10 47 112238
16 1 38475
48 27 119279
40 7 69108
41 44 196533
23 49 130747
38 39 146537
24 40 51282
9 48 69745
48 32 71169
42 36 212696
40 19 105012
3 23 157816
49 47 69551
31 8 125866
8 13 149321
13 39 90296
43 48 158999
12 40 78806
16 46 111616
10 41 144227
47 42 104806
34 23 110964
37 30 111884
45 6 103557
16 36 156305
30 32 87413
12 10 124345
25 32 94930
40 1 26461
35 15 115892
27 29 115324
14 19 144730
49 28 132556
34 37 63115
6 34 63973
14 42 137623
11 44 140617
23 18 116128
6 8 211834
11 23 43252
37 39 25721
37 31 85110
41 26 123864
28 10 99013
1 33 85230
6 14 139338
26 21 120892
5 48 48646
9 31 67741
23 13 112424
4 39 139313
40 29 55767
22 9 129936
24 37 93692
50 14 100319
2 26 18577
42 29 89892
41 33 150887
24 29 75581
43 27 198058
36 14 189089
31 24 52572
16 11 77954
1 6 119371
25 34 95440
1 39 143647
32 28 108557
50 5 42265
22 34 44133
25 37 135931
44 20 122134
22 18 85845
10 21 131282
44 38 187498
40 21 102427
40 23 96809
39 15 135822
42 12 119323
26 49 76202
8 30 226575
28 4 79634
21 17 43270
22 45 153362
29 25 54394
40 42 40517
39 30 86163
45 39 131797
33 37 124818
7 38 58012
22 27 67889
43 45 204828
8 12 133224
19 5 102101
29 15 63564
4 14 125842
49 17 51247
8 19 220217
32 42 55748
37 47 103231
33 4 98808
29 26 113826
15 4 48565
5 33 121997
18 33 121186
31 30 142712
33 20 116519
16 26 140427
20 17 93226
23 16 121206
7 31 104736
4 49 81290
9 25 141186
22 5 29422
8 45 246341
39 6 152809
17 41 50293
31 6 85968
21 36 132856
12 47 127899
9 5 113806
8 39 191938
6 12 78610
8 3 145319
38 3 99918
10 22 127322
46 7 121700
41 31 74156
25 23 169329
50 43 159398
23 10 139642
4 12 65114
47 40 77461
6 49 167372
23 46 149923
24 36 193311
5 44 124814
27 32 103156
44 1 113521
29 49 47857
23 43 222851
8 37 178605
8 29 151554
37 10 130672
43 7 148487
10 39 104951
49 45 184541
5 28 102712
39 11 104168
43 28 192552
21 37 128197
35 26 41577
26 20 59960
3 35 72340
2 21 103403
41 22 101118
26 7 127167
13 15 48446
44 37 113835
23 20 78338
18 14 117077
5 10 115337
46 30 125748
21 33 137942
23 2 145630
30 33 12934
24 19 92667
30 18 108252
38 32 85207
7 25 67735
17 42 86502
29 23 122114
4 37 113592
35 39 118959
5 14 94080
16 50 57753
8 43 102422
5 40 37754
21 46 174589
3 43 210208
10 9 155789
19 18 103802
42 1 66978
6 37 127088
41 37 135220
22 49 59266
6 24 94550
17 6 129078
32 29 40536
49 25 102251
37 32 113075
38 18 124607
46 20 110373
41 1 87309
7 9 109134
3 33 182167
36 27 160049
34 10 109708
18 3 128413
21 41 92536
8 18 175052
50 18 110968
6 7 112347
11 30 111775
49 39 69831
37 19 143908
28 11 96869
23 24 104993
40 11 53557
42 2 145624
30 6 83791
50 27 139576
16 8 178275
38 27 120624
10 44 178836
5 31 95550
1 48 95829
6 3 162506
26 50 138078
40 13 62709
29 43 135146
13 47 114722
25 22 101829
45 27 172824
10 33 6660
13 33 114908
34 39 88836
26 43 216978
34 45 149068
41 24 86567
36 12 165646
50 35 101070
5 29 18013
22 26 111903
11 25 126077
27 5 97311
20 39 17422
5 18 100171
15 48 87417
30 38 154809
13 28 30617
43 31 196297
45 16 103183
38 22 92106
18 6 105685
6 19 77433
2 10 156333
48 40 86400
41 3 154627
14 30 124134
9 37 83128
48 31 121040
29 48 30633
13 38 135465
25 42 137506
45 21 170642
43 44 198331
48 21 70513
45 31 171063
14 12 90002
49 19 131945
22 35 124253
7 17 16731
34 33 116368
26 36 108580
49 32 52367
14 20 20549
22 2 130480
1 32 41692
20 50 120868
36 38 134661
31 12 7358
36 44 172943
47 16 48415
49 9 94235
37 2 83672
50 24 99833
5 24 89036
33 16 70483
40 46 103128
10 15 93886
31 1 74411
13 29 93028
20 12 86051
33 27 140124
30 41 159605
45 36 199929
43 1 140120
7 8 164895
10 26 173822
45 32 133047
31 28 51152
15 38 101455
1 35 107480
29 33 103984
7 2 109678
3 40 153359
47 35 91732
9 38 51122
27 24 54333
36 17 126194
9 15 107161
39 5 99675
15 17 60174
30 49 139780
8 1 182216
16 80
13 3 125564
12 11 265331
3 2 142191
3 15 194699
3 5 115231
14 13 29009
4 15 203620
14 7 122412
14 3 128389
8 14 156306
1 5 85587
9 10 38246
3 16 77445
14 2 153983
15 12 211234
9 4 177739
1 2 171835
8 3 222779
13 16 86412
1 9 166868
13 9 190831
13 1 95920
13 8 185315
6 16 176321
14 1 98753
6 7 92899
15 1 165055
9 11 320279
2 6 169705
7 12 22512
1 11 219152
4 11 297730
5 2 186060
6 12 115411
10 2 203920
16 7 109547
10 11 283712
15 14 187703
11 15 307919
6 11 222643
4 1 82828
2 11 234037
10 7 112748
2 7 174293
4 6 107797
4 16 73320
10 5 77424
9 14 189516
4 14 15917
1 8 193135
4 3 112472
5 13 104534
6 14 91880
9 12 173506
15 6 95823
4 10 168866
15 2 73882
3 7 53311
13 12 142099
4 12 129007
11 14 281813
13 4 13092
9 16 104419
9 6 97636
13 7 119587
6 1 69232
5 12 131766
4 8 172223
9 5 113991
12 8 146956
2 9 169165
16 12 132059
13 6 120889
7 9 150994
5 11 206288
5 7 109254
16 8 245543
6 10 61069
10 15 130038
14 5 75525
8 10
2 6 16
7 3 6
5 1 11
7 6 12
8 1 8
6 1 18
1 3 12
3 5 9
6 5 15
7 1 6
7 17
4 3 301023
2 1 524444
5 3 225654
1 6 496702
7 6 295669
7 2 230632
1 7 755076
3 6 360052
2 5 244798
6 5 134398
4 7 236640
6 4 130516
7 5 161271
3 2 19144
4 5 75369
3 7 249776
2 4 320167
47 170
10 3 326448
12 15 136975
7 15 141508
6 4 172719
44 24 86603
6 30 118603
14 23 267843
6 47 287934
7 13 219260
1 27 118411
10 5 196449
20 10 146007
15 23 172268
21 22 161771
6 2 205250
44 28 251893
9 32 139631
18 13 326962
10 41 187202
15 41 149028
10 30 266359
15 42 48478
27 47 244129
13 39 198158
13 32 183576
35 36 132128
16 3 203814
28 18 135050
36 47 291051
45 40 175043
3 45 312819
3 46 224546
7 35 161980
44 39 228497
3 43 260460
27 40 91886
8 39 113823
5 41 182324
22 11 185293
37 9 294275
32 29 68221
27 42 16256
39 28 106292
40 38 180068
7 46 116972
5 6 48693
5 27 124580
35 18 291759
5 2 244101
27 10 201337
45 30 210106
38 24 179362
43 34 233383
10 16 231570
22 27 137848
6 46 155647
13 46 102288
16 29 128905
45 1 203372
39 34 126294
26 12 71470
25 6 182873
38 25 227250
38 10 213394
15 4 183872
4 7 120738
6 41 231017
19 1 205071
39 36 227104
5 15 59846
40 23 199420
16 31 82536
5 8 139646
28 17 172792
35 13 289560
6 9 162658
8 38 127649
9 14 232854
36 12 127713
13 10 291188
19 41 199486
41 45 197787
22 26 67713
9 31 41688
40 43 167787
8 42 182324
14 10 354764
32 12 210737
36 2 227220
32 1 175549
35 17 163861
34 4 125600
12 28 219073
19 35 152511
37 33 341305
45 24 176833
18 10 199702
33 30 206079
1 39 98721
27 19 112081
4 19 107044
21 47 268052
30 21 208863
24 15 26446
44 36 224705
37 34 378893
9 4 139614
44 33 204364
35 25 53862
8 19 72019
11 3 313588
44 32 198561
46 14 242932
7 41 76384
36 30 161286
27 11 176913
22 28 148626
45 25 224721
38 36 167616
26 30 179812
35 11 132651
11 39 222351
2 30 258980
46 34 121834
7 40 89494
16 22 168081
6 22 181653
39 9 169567
38 35 173388
32 10 222115
12 7 130463
37 4 274131
33 38 110757
41 1 53673
24 25 59836
41 36 165443
35 29 174205
26 20 23804
15 34 157074
24 35 5974
1 26 36282
18 36 288594
44 14 244185
18 26 178068
42 19 128337
11 40 136835
9 12 182491
26 23 117672
25 26 215161
47 7 320903
40 36 138808
35 12 116503
47 26 319290
3 14 126445
35 41 169500
15 46 166800
7 38 156023
27 36 46922
41 31 161459
34 10 105956
40 16 122119
44 12 197132
24 17 169835
19 43 76788
6 38 205065
47 16 274362
45 7 226083
22 46 125692
11 43 227952
33 32 165534
18 69
5 2 417033
7 17 210537
16 7 188653
1 3 150895
8 7 111555
6 7 162541
13 11 133286
11 1 88912
5 18 72480
3 18 421743
1 17 170244
15 1 1364
16 12 126688
4 12 199929
2 3 258218
10 16 186511
9 14 184133
3 9 216934
4 15 189113
18 1 382190
18 2 489513
12 11 67240
10 9 120467
5 4 500187
4 7 137964
2 17 257450
13 18 319053
13 1 95404
12 6 224506
10 2 193776
15 16 146996
9 17 328862
2 13 199999
8 17 229286
7 13 89872
2 11 176118
18 14 388942
1 10 89181
7 2 157108
9 12 266081
7 9 204116
3 7 180116
8 1 59042
5 6 422466
1 5 309710
17 15 168880
7 12 61965
10 8 148223
9 16 306978
17 11 81332
15 6 111392
15 7 51149
9 11 247530
15 2 105959
12 17 148572
3 16 209450
17 5 426231
10 17 208395
14 13 69889
15 11 87548
16 6 258388
17 18 498711
8 18 441232
9 2 314243
2 8 166365
8 4 249519
16 2 235566
18 4 537352
13 5 391533
31 303
28 9 125746
25 17 191492
22 16 154699
7 21 288496
24 31 30121
15 24 417785
19 7 81040
29 11 68653
31 18 75173
1 22 131184
4 13 111441
8 27 94076
9 20 92833
11 12 112838
21 4 173999
12 4 125912
27 30 96841
22 26 153969
21 15 459228
6 31 212382
4 7 202918
7 28 130640
18 26 115038
18 2 187851
16 21 121058
2 20 139297
8 12 106765
4 20 131924
8 22 65174
25 27 75105
7 13 148670
5 6 175270
17 5 76812
3 29 104970
27 3 161483
23 22 72996
23 21 136973
6 7 159723
1 4 86441
2 8 164714
9 5 98318
10 24 159573
25 22 134800
12 25 112394
26 7 153819
20 19 200209
6 30 129506
11 7 189844
24 3 45071
10 18 140355
15 7 271752
2 13 105843
2 16 169063
5 11 85341
22 6 153876
22 19 152606
3 30 236014
2 1 15787
30 17 151098
22 13 121036
1 5 32528
18 5 143079
12 14 137993
10 1 130998
21 28 216990
23 13 108704
22 21 209969
4 26 93844
24 16 86506
26 13 140409
13 10 87904
27 20 135199
19 30 202378
1 9 65790
23 27 26181
14 20 137571
16 1 156819
19 10 119474
14 17 118759
23 16 107404
7 1 137031
16 5 124291
6 3 188197
9 22 76924
18 1 175607
26 12 82810
19 3 109653
6 24 233268
30 2 122601
17 16 197610
16 3 131577
26 20 169878
28 24 105124
23 6 195806
19 16 145532
4 3 164804
22 24 190273
23 11 38321
10 2 132672
11 16 145725
18 16 18788
6 16 155997
14 16 83595
2 22 146971
6 29 166972
19 9 161354
19 13 67630
10 7 151729
8 18 172397
25 29 124981
12 30 46789
9 14 143758
26 10 145033
14 13 102968
8 1 163040
19 4 166623
10 29 9532
25 9 118159
9 4 131677
7 29 161261
28 17 152370
17 23 121355
23 9 120352
4 31 89612
21 9 217255
31 21 177443
27 26 104689
12 9 5765
17 9 110074
30 28 178300
26 17 187119
30 5 139342
3 9 185799
31 9 143511
1 30 106814
16 7 226572
22 11 111317
27 28 116855
2 25 162945
31 19 127715
2 7 152818
7 17 181315
30 11 159627
3 13 78083
5 10 105102
12 17 104309
12 20 87068
6 12 82717
26 11 148824
3 28 60053
2 5 48315
27 6 169625
19 6 97610
26 16 96250
6 9 88482
22 31 160152
7 9 82771
6 8 189482
28 23 90674
14 5 45440
27 29 56513
10 23 39864
9 10 80488
4 29 60721
20 16 89901
20 30 133857
20 3 195237
28 4 121063
28 1 108086
7 25 183403
25 3 100544
13 25 144568
30 22 117948
4 30 85996
25 10 115449
10 16 121567
26 25 29584
2 17 28547
20 24 176407
4 2 98685
26 24 85057
8 26 177075
28 14 119227
