100
583475538 138552 53
229 115113017 222158432 145695156
391 94966618 410785806 393256620
396 121024370 197122019 77938950
888 50203685 263339972 396853184
1047 90773820 4811333 274421824
241 39884152 200266536 187484197
939 242574875 220175818 208415456
565 184448517 43142071 29485278
754 360074031 149251157 182595925
1675 153422488 211974182 169566024
594 234635482 234583888 122292337
1576 32114096 71506079 9464683
1449 150574191 404050490 192215513
1721 170079541 297133282 315134477
1927 93799866 359268030 128226297
1204 249830754 13871964 421866124
2577 263723427 254577282 258401370
754 318931754 19570618 238578986
4407 240242484 22818924 400331357
4837 130521355 8194086 147761016
175945384 162154 1
162154 153383953 1 175945368
931452381 110015 1
110015 517377175 1 931452379
438245744 183863 95
1494 356474165 213318770 199090789
566 77034595 75972134 197702544
892 24457167 118726317 121982693
1102 154403682 17889523 432589112
422 94671561 253610799 140018604
180 419157666 394921182 312617889
1225 46675238 415154323 131112572
99 287665043 326679304 26184438
483 87622441 298569548 159147982
887 428909779 302517303 428275256
646 156181081 352406542 295249169
1150 432696326 52955177 29092746
1301 364695553 397350884 98664538
423 301682298 168232079 347331884
1474 73326203 225593255 370388153
1891 81108842 342226524 203488192
253 86146990 221236592 403539539
916 312115008 414254373 416763733
856 153358230 376180606 94059041
1419 108151066 11885694 265980657
1430 128301403 191624821 300861499
683 307486747 405703742 379423366
1789 154920429 355265070 435500415
61 58634052 32862692 266913876
1052 227383587 333874023 297112501
1884 334275702 241937207 403554033
111 163129732 433395079 73879438
2260 44229988 79074937 125627747
1106 106782421 320084434 362307126
1487 274185624 185665988 421536253
94 205562719 279254575 135407502
40 436421234 206259820 118350231
390 127732248 422735298 309318055
505 416982997 189178727 328977548
457 339721721 306675127 395857639
976 169547669 136099974 200759829
266 100218761 360072924 407724322
2485 128080512 51215735 43569972
1399 51796675 254946660 57324074
24 77320195 13141845 332710263
1007 236241991 331170421 235597718
743 166029503 87830550 248263085
867 215725983 231680733 280376685
377 88228590 102518499 351933773
2699 203423529 288987176 335051514
152 414136829 304926671 321486940
1455 89351957 372552148 110328829
1039 184970373 73228536 402854080
2882 276015978 354396421 52042236
543 312121623 88016462 29712212
1610 103958285 114470823 39922672
2757 16940556 108354231 204288355
1396 250791237 39927391 81652329
1217 181101750 67607017 74638000
1707 255884936 332993030 392136509
316 259246931 232117920 4537480
2072 312133946 147566274 365922131
2961 57898746 228698544 409585255
1060 134950579 152971954 77793020
3230 306889347 276862846 342024648
1642 377831547 245395095 72185353
1222 108072096 207078125 429457379
2961 187187732 212360833 431856353
3046 7149244 177514074 404983276
3061 73329287 325589954 59822204
2370 143450749 139387896 69961623
429 32498612 10868324 430940265
283 346311906 238422731 311702003
795 246182376 343306841 51514931
2388 69153378 66655609 49087150
2902 146251833 308161247 127130712
2836 284606539 320939157 148945070
2502 134514528 237654224 248178436
2530 202437067 410339895 125673859
1090 409886321 122835104 56403656
2261 298232912 65376260 368173234
2988 330110624 25620820 281404079
3261 154642788 185316128 354918024
1156 159632577 295433489 190380597
3220 274598289 18581926 314558464
3561 38458048 40978766 102544149
1736 263334947 322458068 41025743
4736 293025796 307052643 245267080
4254 187246836 260804730 292935909
3176 369384026 425867139 359535945
952 395556801 172426773 226413158
1248 92990084 354281813 431831692
1590 166444613 166516587 278108925
186 112231315 19663872 36604539
2133 429251600 435305147 258129053
9455 237559229 112851809 423549967
7859 346913705 20126718 154759700
1811 52311646 241775101 349387986
8223 19352501 89598081 229627824
23732 289095000 262395940 166140389
696679476 93375 46
279 509137959 537204585 373089675
1304 19568558 196990556 197871690
957 612682233 680873055 175076104
1131 153779222 440750667 302982263
1039 290829522 272396758 11170063
1191 47406942 539455535 157005692
1930 117462423 288440563 620570589
249 139704351 387978967 35857977
87 297279973 544685837 599557985
358 230670002 639941836 492810104
1349 373707860 39935164 665029189
2080 410265661 372036494 227424149
2333 35774697 684200466 639095808
1371 250469261 317052119 649408854
908 273160329 57931801 109558287
1666 533953570 25765643 7939574
2006 30480185 219915579 436126986
700 529510308 90042286 32808809
2435 122268715 197717385 266039106
307 202364602 628777429 9969356
368 39875072 66708014 691251005
2291 337052698 204186727 371002021
23 538928595 593887096 335303406
2027 329129976 95169733 516998438
2440 507568450 44425807 187644676
2219 144427016 152052279 228900988
122 524023565 329475879 436008309
698 50493041 683634664 666239719
1517 406560903 428932668 588344862
2490 523667582 602698168 405487533
2301 689832457 134142644 582664526
1443 232639179 588044800 637428565
1603 444719730 487213675 539319506
1559 70193507 546286659 694876464
3024 435266228 417470473 251064684
998 492488540 249965897 608584978
156 161834940 436870659 621505923
3890 177165245 231927233 500954090
4888 110299296 228144143 115232226
1788 58668796 670046833 514200394
3006 532416416 309224289 73878277
3776 683176663 351771967 495680271
2922 135756285 377314075 54414502
467 692602559 78216597 109606425
5837 189039856 298656996 62823518
17842 259305223 257694666 144657442
833029113 157645 28
191 281340277 348440619 523102865
2544 139424284 438852931 360082757
572 192683508 621361739 571375121
901 687447917 224085983 265443599
6270 815229117 621819416 784590238
1370 602938211 788703905 357954672
1089 683721067 832804345 170430988
2066 432863415 320541236 656787395
4657 350167652 428650879 785275396
6787 510193981 83859850 487586936
4436 323325146 145392220 318170030
3864 38175925 679572749 466425857
4506 77202144 394858484 590590921
7211 729388372 118040887 566142906
3071 681554244 86300704 80538547
7332 702581755 226639836 390644869
5737 87472549 273439015 418411896
5870 739395529 737843035 371780058
277 394465234 95519354 806358731
4577 340361570 398845646 832759353
9165 241938391 751324603 685656432
5567 729507720 522785240 239868179
9628 732356397 282230176 75530071
3200 528431723 395355047 77910439
13996 132668612 109341454 593501506
3561 610606257 718967071 573293545
17982 182866293 425087057 636136644
21218 826990335 691685461 371495373
652354045 189843 3
54372 563101171 1 652354037
47421 33498915 1 18
88050 190045292 1 10
337949030 31346 1
31346 39255187 1 337949018
104420315 198337 86
1385 45090813 90828215 33217083
1159 11371127 20673560 78754100
1760 93968437 53189372 103835598
663 12794611 3784705 33765645
832 10514872 46380495 1573194
1511 61575360 22204526 71279787
2194 44065318 80572662 51518493
451 76536837 101381132 1122538
113 76452198 68473855 40309503
723 48796288 97612142 54671189
2441 40924833 12655492 52502475
1950 12587757 61175965 15718365
1735 85531864 87725806 80269503
2403 75936872 88110192 78065104
1675 6196319 33116961 91227711
2240 45274514 11701627 22592549
452 43322423 13891935 18478161
2039 30509853 55390066 12241686
347 10204762 66202479 82284382
1657 28834670 12089243 80872085
1303 5792192 57173555 35876243
232 3143235 101244800 76147093
334 55668622 55791792 50330009
990 59946022 72031019 50014435
495 79677032 47063792 100042653
1630 4000754 97127983 15543043
77 63043025 19662536 5479234
2749 35731417 30456891 94262823
2035 73660428 60775681 43159247
614 3146030 88483661 34983234
1478 53597943 64289413 102252754
2642 86320940 76220492 96061109
2367 37168613 34411992 46682944
1704 102213580 6854709 21020459
1489 49854152 37659796 104260936
169 82111458 94279704 65380725
134 96263487 14957447 66059553
1389 75313365 91093947 7645543
1727 94540955 36278210 51630473
1225 94741009 58699813 70991609
1258 35773631 88662136 37066609
2855 73052030 13161594 35344900
1541 79322404 85992655 19041299
1354 75077433 94247800 74156195
935 39635234 98231519 35506774
1157 45874653 66018306 28046676
1451 27775518 103541662 84850566
1699 22870601 1333777 94427669
1838 52351862 71482389 58956425
3395 42599293 96046223 83721332
1961 82102340 18550247 39041850
1759 34592092 37810945 10150053
438 16432291 59408578 89574401
1457 71851948 61678675 49020615
1961 77578435 91956124 3344229
11 4409230 39531784 97275998
3000 40419052 58341705 8464725
2926 64417043 83148380 32974063
1829 7632228 52656432 63053380
610 41751871 5236892 58599386
65 61522373 20062377 87200559
1816 93620356 20111712 46597584
2425 59242179 40348440 18612455
2002 42898715 52687519 6728133
3901 35248603 41298377 66907998
1794 94127245 5329513 13276897
1697 47997203 63110464 91356966
3210 46731601 62618939 54507923
3418 104092591 88684020 40800250
330 37957239 97805903 37044079
5635 102934810 15843789 56714410
1921 3805526 30091161 36824774
2649 51265939 30006948 86413721
4037 47792529 67954147 95552930
5547 14346265 71192575 8567103
3526 96319969 21202856 91959266
4005 104108283 29220071 7954517
5530 95014778 41286083 78725344
1399 72264114 17793170 6248354
3715 50557967 30012313 82339176
8340 69192232 35051423 15678160
3644 86333475 32417864 74643
2441 25011330 97796973 89742643
11719 15863891 12354698 83881158
9961 12953502 30267448 3411526
17662 102525154 102273608 78172967
349471975 5537 16
228 347785088 156794367 243868331
185 195049741 21437595 239755233
124 256274071 179211953 223347966
205 293839903 132585409 29407338
271 221316359 201110201 50949606
354 129796340 214124974 88343125
385 18630655 103803261 21099374
228 5429576 72311318 300724869
11 277944059 45338654 84010967
21 293493877 7195592 178568975
463 205049477 298774152 221534458
511 19456211 269143646 181056487
238 205730431 75983406 186298239
764 76067918 188265419 55596958
734 31622653 194433572 203917151
815 48929445 75017044 51968396
8 8 8
1 2 0 0
1 4 0 0
1 2 0 0
1 1 0 0
1 3 0 0
1 7 0 0
1 7 0 0
1 4 0 0
285442809 90271 53
1512 87206113 60893450 71986735
1423 181215410 52809335 253086219
584 89438595 129153765 185947364
261 272905987 120474995 171029376
1711 219962845 18659555 114311549
628 19860486 65048417 147460551
1457 137988443 231949405 81305439
371 138256548 246331444 73941818
374 263792311 115162897 209206196
652 214869928 280478759 51512838
662 186728654 91286110 109947327
4 169215441 57776383 215516182
1510 143717023 177223621 258612168
843 274155188 223731233 17559208
1867 20491694 261641766 143268944
1709 177403309 257689788 9374775
440 121258717 130118867 17018521
537 71580277 143231971 50775447
1886 53284891 96797958 207686793
578 137187573 74792004 5517881
434 22402614 149228215 8794522
317 47362310 88552181 250333390
9 28244511 100057734 216061047
463 109425344 140451554 271863963
477 266598702 72112130 279096974
1907 128101988 4345107 262035836
1696 125123307 235864298 144200588
1711 206443471 222831871 62751315
36 249441361 98112508 238239118
1356 23177935 270114688 166424909
1714 15875813 259424399 254262720
2071 74989998 81227448 189306736
2717 231593992 184377683 133647944
609 47197103 131225916 265754409
2051 59697941 35338334 117918433
2051 263111042 212537266 111458433
2157 248886447 178515371 41943565
1611 223187195 120590895 6139566
155 80578115 162652375 55205373
1607 274077078 225200648 50963875
2951 220756490 44272591 215006345
3346 31279519 278493402 97871173
1769 43222492 262710063 225935249
2235 101021268 113934415 199282804
1654 28763565 185555753 44805974
2028 11965233 232840391 135952976
260 125986722 251535719 160807673
3819 154042611 67461848 40724126
3204 153968633 244908607 51801769
606 250735296 121931781 258654910
7682 144830783 69146891 3294519
581 41936274 96114732 228591790
15978 51798504 247275682 235651659
790390301 110503 85
301 321177542 311003553 262864165
617 410716599 504363734 112435395
1091 93458071 187935416 163718541
1298 566444138 75665687 757781677
1191 183023483 75716924 465941684
259 52117747 290380730 410749407
476 343565808 742447018 461516253
171 330843568 297182949 762982209
407 653793740 163040251 410522836
301 104349456 529510334 680798853
354 752936039 331304237 67331083
27 745604344 184254688 643183461
441 751635239 240747241 309214447
1093 276888544 389118376 642350189
599 546528456 128214514 747355157
1210 215174203 63088180 116010977
204 617191773 725297410 757483691
1420 103443770 748086923 497866851
1051 521941793 630622576 402598243
1291 508403459 409852808 139704700
760 420470203 557679460 190318938
276 6672486 472906344 283437056
417 342450187 789004995 153149847
1328 89577352 120120465 410539894
1532 217257478 54744050 119449992
1387 497536016 425996885 344419784
1444 752354268 604931426 348331405
27 529508053 343650901 608276607
1246 450738120 363475886 196891908
155 228226934 317023797 140165948
1551 22597715 451163961 761725244
190 534495145 372729124 2035084
1435 673636857 591041865 236218422
812 728169531 376239593 77518245
687 783971947 621457896 355384997
1023 138677320 692252695 385250346
548 290804023 753664386 458888604
447 674481902 369847235 731120213
267 504693077 69124029 742105823
1478 65031875 723066883 20112919
215 267252 264786409 191175671
1700 657402334 368427644 222580676
709 580214270 152740931 662903957
1165 515119625 365999389 353313761
3 305972912 74157655 387414566
744 481631879 635489244 584415777
416 69094912 335431900 218161204
478 725298717 1286535 597537689
1518 80527493 559218357 697102554
1104 444285861 752274484 138283050
843 784649372 455399514 597543887
1696 632985527 48373311 258614850
423 349114050 202099941 550050727
1188 506832251 638839212 626481279
696 128737559 15942136 509531295
290 24359924 589281915 788266956
399 315298204 400686196 386605188
1881 86411107 94872512 518417210
1416 286505992 626133308 704421404
2199 413357054 270035688 250067031
820 232328899 369776532 189719237
1094 299472951 282843641 336764295
1452 562887459 82548586 395757914
403 33815270 365432839 444173301
1719 87909828 318526664 348264620
2696 729996798 708288333 708713549
951 446374532 516167330 492829072
1102 777818751 752378421 411425668
474 524026344 266736905 484340708
1009 376321898 125749188 42772272
3096 3532675 491807984 720578001
3176 514211076 511519255 626300241
2729 402462898 43592046 770560506
2669 744031029 440883695 784497152
847 185818842 564799870 220187588
3201 526152123 134611763 299560389
1440 175932240 668538736 685830334
2504 380122467 333100610 164789863
636 152613663 233838078 108603668
3286 503842886 417704554 137267321
1935 354086998 452438466 247750367
3273 383792410 102226896 471682668
1935 615243837 756849737 543339931
5771 32709303 409137178 577704751
12390 440187373 187360419 608589096
764016632 136867 36
647 624894094 599291923 611149752
1123 732299243 299008438 57959738
2860 493994244 550577825 338703866
2670 739951169 109182849 87953290
2725 21777509 494257635 50665963
799 9243250 299776032 313146090
4171 606050487 740239241 688778400
2385 550087077 621351397 262278389
1190 41446628 278654697 389634221
251 651199839 216995600 523078674
2013 455357394 199093268 692666093
3431 385125280 468343477 372512690
2962 323446302 542089942 473468331
184 92007997 47257759 50375525
2140 161927443 475821394 28224872
718 223818198 664274378 130705956
3627 381148942 139127821 169831818
3914 387585372 557199720 360596008
3661 47929071 605798655 648475324
2548 717752047 125589843 343290099
4238 277015127 688004384 101767079
3203 691594232 67366833 254998556
1858 730118771 658274574 737344307
4632 671585042 496034730 546663010
6267 438004117 297055494 330966839
5743 56465250 499382772 15185723
2353 577196149 433452888 678075056
3612 368490641 514098612 275273911
4549 518016755 409581116 541810388
4614 349879156 419910452 742086576
603 73052316 611249484 558580369
3604 398345388 701304195 419719869
2831 459523113 627509488 451452877
12322 707289269 455685447 592345664
10816 186161528 544143798 662690451
21603 232150675 56558239 321214348
622317030 164398 2
76266 182755081 1 622317014
88132 138000357 1 19
179771587 58151 4
1157 71740832 1 179771583
6185 132700816 1 179771583
18758 135167272 1 12
32051 162683625 1 179771585
876135360 152881 35
2841 87401704 346004789 770683788
2928 660734216 76430904 287585226
2723 841723831 732616462 290946757
4120 761609529 459788044 598137008
3246 567493833 13362203 179541495
154 218655362 186240558 862253319
2648 373072375 579289030 275177427
4032 281354497 860276405 792598806
375 426517005 875077138 544977011
278 308971344 309125914 394149909
4480 60097238 819349297 100441724
700 629878695 431491585 770555445
199 711344654 634579306 851956337
2413 84932762 839740546 39267118
5719 446346086 189620748 161088424
2261 676760968 23495885 358996318
1685 30557140 742640885 594088740
2003 92486805 588569916 168000979
2330 638404003 353205800 471404172
2219 419454297 697243422 219383358
6888 483124661 568640219 12319764
678 671770826 750915947 568802057
7501 854259879 286382006 221410161
4112 310049698 592009217 157492614
4797 90814033 180464323 82236736
2378 141142985 407594514 374379535
2017 334792760 394710512 264259610
3305 126728400 558365886 444093754
7876 371397749 358690713 89185609
10847 282317621 136467022 372813798
4669 392536939 39515558 518981721
5963 797077248 37711437 855017426
14298 495038177 130823433 109315228
9805 307556227 513735270 326434890
20393 432938236 691492297 441685115
814718003 64275 83
218 735766395 287608850 560532550
439 607933540 115164734 181986604
184 613255436 527063509 493670875
558 635456589 579983003 802409310
553 52422327 648430439 375850763
399 635009299 201531747 675371726
86 310188301 377597585 656691931
574 157218926 525536513 405259318
430 157534886 137875799 600641841
63 675069619 19561088 574561876
553 211753820 454945551 251674164
137 47953098 382782227 483462986
314 491984319 421897874 783577259
728 272543604 770023030 336220561
181 697168306 251566844 181980143
109 353504992 194576767 625873122
449 197724635 415035676 6859649
307 407223535 305477989 183763203
74 269053914 716472305 442391511
728 93379297 399483357 745882109
545 680672211 620527641 660975826
480 600911097 339058993 202970815
698 651186163 404304924 292475357
60 137888355 278284935 352542147
769 529284417 75180224 735933866
240 145515782 802502272 491616739
670 466931994 519327047 755311134
440 795400965 361063330 803288397
370 691799729 441354829 715954236
844 674281395 411490259 175343586
466 298877551 375562498 568427604
138 717088271 546479176 612505738
639 88059877 562658147 238355687
20 694455436 19617334 27874912
182 111307805 587723778 170427288
1030 757252635 370511901 197455923
543 332462889 14729530 139212150
839 161628815 520433213 272365304
673 378599774 126595551 325922963
215 771786717 323171968 496688730
900 481143123 384608198 525478795
781 349542469 433570191 714049140
240 788832038 631380441 728746760
550 324202490 358808019 691341668
285 767136177 445497801 207702631
944 615894927 616123785 583936986
625 517918071 619765582 509454246
58 396512277 260127924 66134667
128 776000422 454120221 765410901
295 663063773 255995361 802306986
269 591488449 675388647 776568982
1141 199042166 766873226 751040960
85 358717661 434013058 376492446
75 419445244 15238666 810311334
1117 658574236 237615970 371573516
973 50206958 136727263 149874867
784 699744079 516442841 571922718
870 759322443 550263719 247644766
973 411012695 230127631 397912292
560 391722731 247354971 803546490
41 736326595 447103015 154354907
1208 465453821 246152332 313072835
1147 804064145 61807 23334536
1282 628759595 631363740 271071296
588 487509108 316804728 628168474
469 814381301 173519125 167124106
1631 597911987 720293320 3176633
457 281039413 574872185 264474144
475 166757076 97897247 374808038
1833 591643875 380571757 408586461
267 411544965 491054106 718342023
1392 258042049 618151704 787685992
371 463226889 495271583 446029326
120 200209945 427988039 621971256
585 451442072 516297526 244602798
1647 778234372 102733666 218795939
1303 496157096 442944160 176570231
414 726594731 134751061 558609277
918 469356293 650071647 343690461
292 344700256 781744509 438525785
1487 569771167 598840776 64032401
437 478069141 717580193 740029264
17313 89931066 378379213 33117247
761421648 43285 70
525 408634162 495614453 62153032
518 467102297 537998871 432243526
255 458901996 426711530 629645844
612 603027492 250982479 716514035
78 629558400 228514394 630984475
495 161476958 74776524 705770103
38 155013206 668410753 500758781
351 369484024 239462948 747918622
571 53984528 578120182 510557362
524 277415411 300052790 404911509
130 439461368 520356508 99195530
120 698717985 477233169 197587800
134 171171027 117711622 229565060
45 518916195 103785091 323426766
500 232158849 529551068 470302153
410 590800098 498323471 110904483
699 217377659 47407280 428481385
530 542693759 231995897 379577634
628 611877324 21102559 114037707
452 699092885 414971505 158812891
549 278209693 109219957 97451160
181 180893146 34196563 200214023
9 102936512 161504727 212741386
366 288401640 390267933 389652376
253 160793829 483978175 701531905
129 152287808 443275742 744784226
50 314799382 391818132 275353164
570 389888474 495271644 209553965
90 468043970 278126354 599935801
132 620028902 186442582 158168784
783 665313246 278704745 606009535
523 170172328 397673958 381888692
370 117144481 282708934 537450408
140 247171083 390931752 285132141
322 450566872 333162020 168368380
44 38373154 221113105 642039223
784 709790372 696055286 431605380
771 494056354 422047411 257513372
638 358797481 438707381 625589077
792 78776738 174375088 671157764
381 49786698 281320538 642126075
327 8767455 675794473 510182544
263 497503983 468161137 527761553
250 80338557 8734771 415556720
614 422236772 473840352 422744401
695 143945408 2598950 673281828
801 252204382 229696789 325306151
247 62250569 494154650 493565749
17 256001957 280952398 412510590
256 423241622 68936267 752690310
703 5412790 616633320 330204882
1192 726228398 185591798 741207759
505 564139796 479380051 390424364
839 285116501 153316376 346486707
1084 59037959 731693329 605857405
324 746728751 400464423 524008347
396 80712950 197676281 46874435
528 131366083 257609965 534123871
638 582615970 311569065 167384457
718 590504845 499450123 177408352
1417 358044746 407326849 527397213
1607 18774695 706086104 631802813
1246 207558393 582968059 714203860
589 359785747 410854280 502381115
1450 382592727 675514142 760732741
1493 715603965 216693518 169580436
848 454177255 173737710 431935067
2098 618037247 636158061 607870789
2122 488147697 523873512 701007471
4526 459611182 313869245 259613003
779063509 113191 4
23707 477922745 1 779063498
24315 404038271 1 779063506
1100 66010173 1 779063492
64069 742530166 1 779063500
362866200 94578 5
634 192981103 1 10
12480 317303407 1 362866181
3333 280216415 1 18
32276 269968515 1 2
45855 102956473 1 19
599853541 88743 4
8136 241207889 1 599853531
13250 156905467 1 599853532
16164 324305944 1 599853522
51193 580666641 1 6
1000000000 200000 2
100000 717501337 1 999992825
100000 1337 1 7175
88628025 117453 1
117453 83136338 1 88628012
525432303 49207 30
638 300706675 343610567 75016638
321 428256954 12575475 182581862
16 431263505 173661312 115069474
1292 233120911 54512631 304679654
1423 71991451 481727001 164824255
1580 249741942 135342132 267714203
1740 486340472 15466097 522403592
1607 186087654 311513293 264876140
216 9306831 516267768 36782824
137 153036591 473176268 413029040
517 239405637 350079281 312940111
737 142160695 94432177 250039738
339 474526268 383247730 376685872
54 426077203 40837856 453422702
1089 126980822 156201146 32114850
494 503777852 487348774 222697833
298 138386248 121560155 32240233
2517 386467761 218552177 15778780
1530 184874352 273251353 433719562
2687 485035698 224863262 193040806
2149 165294761 229690034 500062492
1844 495336550 128212138 475482472
1697 292459323 49874848 164375472
3464 141339575 36589104 429250216
1391 289369584 70222223 134007895
594 388394163 354904644 279473928
2228 477878865 95087719 240458886
5087 208684797 2821333 102526754
3249 264223272 135987776 106543083
8272 119614157 428172470 302542325
